tagId,timestamp,dateTime,loc(x),loc(y),loc(z),yaw,roll,pitch,acc(x),acc(y),acc(z),gyro,magnetic,label
26660,1650208672.102,"17:17:52,102000",3045,5925,1353,4.722,0.033,-0.167,-108,135,1041,"{'x': -4.5, 'y': -2.875, 'z': 63.125}","{'x': 18, 'y': 0.875, 'z': -43.875}",4
26651,1650208672.178,"17:17:52,178000",3080,4991,942,5.885,0.068,-0.002,66,3,955,"{'x': -0.1875, 'y': 0.0625, 'z': -0.125}","{'x': 6.25, 'y': 22.375, 'z': -44}",4
26660,1650208672.252,"17:17:52,252000",3045,5925,1353,4.562,0.028,-0.145,-214,-23,1083,"{'x': -12.125, 'y': 23.5625, 'z': 85.4375}","{'x': 17.5625, 'y': -1, 'z': -42.1875}",4
26651,1650208672.317,"17:17:52,317000",3084,4988,949,5.885,0.068,-0.002,66,1,954,"{'x': -0.125, 'y': 0, 'z': 0}","{'x': 5.1875, 'y': 23.5625, 'z': -43.0625}",4
26660,1650208672.394,"17:17:52,394000",3045,5925,1353,4.308,0,-0.107,-186,57,823,"{'x': -17.0625, 'y': 30.5625, 'z': 117.4375}","{'x': 18.0625, 'y': -4, 'z': -42.1875}",4
26660,1650208672.548,"17:17:52,548000",2999,6004,1369,3.975,-0.019,-0.046,-61,34,986,"{'x': -7.375, 'y': 9.3125, 'z': 107.25}","{'x': 20, 'y': -7.5, 'z': -41.1875}",4
26651,1650208672.637,"17:17:52,637000",3083,4987,968,5.885,0.068,-0.002,67,1,957,"{'x': 0.1875, 'y': 0.0625, 'z': 0}","{'x': 6, 'y': 23.1875, 'z': -44}",4
26651,1650208673.766,"17:17:53,766000",3088,4989,970,5.885,0.068,-0.002,66,0,956,"{'x': 0.125, 'y': -0.0625, 'z': -0.125}","{'x': 5.5625, 'y': 23.1875, 'z': -43.5625}",4
26651,1650208673.951,"17:17:53,951000",3083,4989,966,5.885,0.068,-0.002,67,2,956,"{'x': 0, 'y': 0.1875, 'z': -0.125}","{'x': 6, 'y': 22.75, 'z': -43.0625}",4
26660,1650208674.036,"17:17:54,036000",2798,6212,1335,2.782,0.003,-0.023,3,59,1025,"{'x': 14.9375, 'y': -4.375, 'z': 5.375}","{'x': 1.1875, 'y': -20.875, 'z': -41.25}",4
26651,1650208674.134,"17:17:54,134000",3083,4987,964,5.885,0.068,-0.002,67,1,956,"{'x': 0.0625, 'y': 0.0625, 'z': -0.0625}","{'x': 5.1875, 'y': 22.375, 'z': -42.6875}",4
26660,1650208674.216,"17:17:54,216000",2673,6308,1338,2.794,-0.004,-0.057,-34,-124,1202,"{'x': -35.4375, 'y': 8.8125, 'z': -4.3125}","{'x': 0.375, 'y': -22, 'z': -40.75}",4
26651,1650208674.303,"17:17:54,303000",3083,4986,962,5.885,0.068,-0.002,67,1,958,"{'x': 0.125, 'y': 0.0625, 'z': 0}","{'x': 6.25, 'y': 22.75, 'z': -44}",4
26660,1650208674.377,"17:17:54,377000",2537,6402,1358,2.811,-0.021,-0.044,49,-21,1024,"{'x': -33.6875, 'y': 9.375, 'z': -3.0625}","{'x': 2, 'y': -23.0625, 'z': -40.875}",4
26651,1650208674.468,"17:17:54,468000",3076,4988,970,5.885,0.068,-0.002,68,2,956,"{'x': -0.0625, 'y': -0.3125, 'z': 0}","{'x': 6.25, 'y': 23.1875, 'z': -44.375}",4
26660,1650208674.537,"17:17:54,537000",2405,6508,1342,2.823,-0.034,-0.05,1,141,800,"{'x': -9.6875, 'y': 2.0625, 'z': -8.6875}","{'x': 3.0625, 'y': -21.1875, 'z': -40.375}",4
26651,1650208674.63,"17:17:54,630000",3067,4987,956,5.885,0.068,-0.002,68,1,957,"{'x': 0, 'y': 0, 'z': 0.0625}","{'x': 6, 'y': 22.375, 'z': -44}",4
26660,1650208674.713,"17:17:54,713000",2267,6605,1349,2.801,-0.046,-0.033,-48,86,1045,"{'x': 6.4375, 'y': 10.5, 'z': 15.5}","{'x': 3.0625, 'y': -20.75, 'z': -40.5}",4
26651,1650208674.8,"17:17:54,800000",3066,4985,956,5.885,0.068,-0.002,66,3,957,"{'x': 0.125, 'y': -0.125, 'z': 0.125}","{'x': 6.25, 'y': 23.1875, 'z': -43.5625}",4
26660,1650208674.874,"17:17:54,874000",2122,6700,1349,2.723,-0.049,-0.027,-51,-152,1199,"{'x': -51.1875, 'y': -20, 'z': 25.9375}","{'x': 2, 'y': -22.375, 'z': -40.5}",4
26651,1650208674.99,"17:17:54,990000",3063,4985,934,5.885,0.068,-0.002,66,3,956,"{'x': 0.125, 'y': 0.0625, 'z': 0}","{'x': 5.5625, 'y': 23.1875, 'z': -43.0625}",4
26660,1650208675.051,"17:17:55,051000",1986,6791,1301,2.628,-0.036,-0.037,-182,-58,985,"{'x': -23.25, 'y': -11.6875, 'z': 40.8125}","{'x': 0, 'y': -20.75, 'z': -39.6875}",4
26651,1650208675.145,"17:17:55,145000",3081,4984,922,5.885,0.068,-0.002,66,3,957,"{'x': -0.1875, 'y': -0.3125, 'z': 0.0625}","{'x': 5.5625, 'y': 22.75, 'z': -44.375}",4
26660,1650208675.227,"17:17:55,227000",1830,6880,1265,2.512,-0.022,-0.046,-76,94,827,"{'x': -5.3125, 'y': -0.4375, 'z': 25.375}","{'x': -3.75, 'y': -21.25, 'z': -41}",4
26651,1650208675.308,"17:17:55,308000",3080,4984,915,5.885,0.068,-0.002,67,4,954,"{'x': -0.25, 'y': 0.1875, 'z': 0.0625}","{'x': 6.6875, 'y': 23.5625, 'z': -43.0625}",4
26660,1650208675.388,"17:17:55,388000",1683,6958,1206,2.423,0.001,-0.036,-19,133,973,"{'x': -1.25, 'y': -8.8125, 'z': 32.4375}","{'x': -5.5, 'y': -20.0625, 'z': -40.5}",4
26651,1650208675.482,"17:17:55,482000",3076,4983,900,5.885,0.068,-0.002,66,4,955,"{'x': -0.125, 'y': -0.0625, 'z': 0.0625}","{'x': 6.25, 'y': 23.1875, 'z': -44}",4
26660,1650208675.544,"17:17:55,544000",1525,7018,1145,2.341,0.019,-0.027,-45,-139,1206,"{'x': -27.375, 'y': -8.625, 'z': 34.125}","{'x': -7.75, 'y': -19.6875, 'z': -40.0625}",4
26651,1650208675.645,"17:17:55,645000",3080,4983,912,5.885,0.068,-0.002,65,2,958,"{'x': 0.125, 'y': 0, 'z': 0.0625}","{'x': 5.5625, 'y': 22.75, 'z': -44.375}",4
26660,1650208675.716,"17:17:55,716000",1359,7053,1117,2.199,0.031,-0.063,-83,-69,951,"{'x': -13.3125, 'y': 10.6875, 'z': 56.3125}","{'x': -11.5625, 'y': -20, 'z': -38.375}",4
26651,1650208675.808,"17:17:55,808000",3083,4983,899,5.885,0.068,-0.002,66,3,954,"{'x': -0.125, 'y': -0.0625, 'z': 0}","{'x': 6, 'y': 23.1875, 'z': -44}",4
26651,1650208675.996,"17:17:55,996000",3083,4985,883,5.885,0.068,-0.002,64,3,953,"{'x': 0.25, 'y': 0, 'z': 0.0625}","{'x': 6.25, 'y': 23.5625, 'z': -43.0625}",4
26651,1650208676.181,"17:17:56,181000",3083,4983,883,5.885,0.068,-0.002,66,2,956,"{'x': 0, 'y': 0.125, 'z': 0}","{'x': 5.1875, 'y': 23.5625, 'z': -44.875}",4
26660,1650208676.255,"17:17:56,255000",1046,7041,1071,1.593,0.01,-0.036,47,50,1021,"{'x': 19, 'y': 7.0625, 'z': 56.4375}","{'x': -18.75, 'y': -9.5625, 'z': -41.5}",4
26651,1650208676.345,"17:17:56,345000",3088,4981,888,5.885,0.068,-0.002,66,2,957,"{'x': 0.0625, 'y': 0.1875, 'z': -0.0625}","{'x': 6.6875, 'y': 22.375, 'z': -44.875}",4
26660,1650208676.43,"17:17:56,430000",954,6982,1064,1.402,0.034,-0.02,-6,-73,1028,"{'x': 36.3125, 'y': -4.75, 'z': 53.9375}","{'x': -19.75, 'y': -5.875, 'z': -39}",4
26651,1650208676.529,"17:17:56,529000",3085,4980,901,5.885,0.068,-0.002,67,4,956,"{'x': 0.125, 'y': 0, 'z': -0.0625}","{'x': 6.25, 'y': 22.75, 'z': -44}",4
26660,1650208676.603,"17:17:56,603000",885,6924,1000,1.281,0.008,-0.01,-18,27,968,"{'x': 9.5, 'y': 10, 'z': 36.3125}","{'x': -19, 'y': -4.375, 'z': -40.5625}",4
26651,1650208676.693,"17:17:56,693000",3085,4978,911,5.885,0.068,-0.002,67,3,957,"{'x': -0.1875, 'y': -0.0625, 'z': -0.0625}","{'x': 6.25, 'y': 22.75, 'z': -42.6875}",4
26660,1650208676.762,"17:17:56,762000",824,6860,987,1.206,-0.009,0,-68,13,1057,"{'x': -7.5625, 'y': -10.5, 'z': 27}","{'x': -18.6875, 'y': -1, 'z': -41.0625}",4
26651,1650208676.847,"17:17:56,847000",3087,4978,908,5.885,0.068,-0.002,67,2,956,"{'x': 0, 'y': -0.25, 'z': 0.125}","{'x': 5.5625, 'y': 22.375, 'z': -43.5625}",4
26660,1650208676.928,"17:17:56,928000",780,6783,932,1.157,0.001,-0.028,6,93,993,"{'x': 10.5625, 'y': -2.25, 'z': 6.75}","{'x': -19.875, 'y': 0.0625, 'z': -40.1875}",4
26651,1650208677.004,"17:17:57,004000",3090,4978,911,5.885,0.068,-0.002,65,2,959,"{'x': 0.3125, 'y': -0.125, 'z': 0.0625}","{'x': 5.1875, 'y': 23.1875, 'z': -44}",4
26660,1650208677.089,"17:17:57,089000",735,6688,971,1.166,-0.008,-0.048,4,-151,1086,"{'x': -4.625, 'y': -9.9375, 'z': -2.9375}","{'x': -19.75, 'y': -2.875, 'z': -41.0625}",4
26651,1650208677.178,"17:17:57,178000",3086,4982,902,5.885,0.068,-0.002,67,3,953,"{'x': 0, 'y': 0.0625, 'z': -0.125}","{'x': 6, 'y': 22.75, 'z': -43.5625}",4
26660,1650208677.248,"17:17:57,248000",715,6588,881,1.179,-0.022,-0.056,-27,-28,1007,"{'x': -13.75, 'y': 0.3125, 'z': -0.3125}","{'x': -18.25, 'y': -2.0625, 'z': -40.1875}",4
26651,1650208677.323,"17:17:57,323000",3089,4982,896,5.885,0.068,-0.002,67,3,956,"{'x': 0.0625, 'y': -0.0625, 'z': -0.0625}","{'x': 6, 'y': 22.75, 'z': -43.5625}",4
26651,1650208677.505,"17:17:57,505000",3084,4982,905,5.885,0.068,-0.002,65,3,955,"{'x': -0.0625, 'y': 0.125, 'z': 0}","{'x': 6, 'y': 23.5625, 'z': -43.5625}",4
26660,1650208677.585,"17:17:57,585000",688,6475,896,1.185,-0.004,-0.047,31,120,1004,"{'x': 3.5625, 'y': 3, 'z': -2.5625}","{'x': -19, 'y': -0.5625, 'z': -41.0625}",4
26651,1650208677.655,"17:17:57,655000",3083,4980,924,5.885,0.068,-0.002,66,4,956,"{'x': -0.4375, 'y': 0.3125, 'z': 0.0625}","{'x': 5.5625, 'y': 23.1875, 'z': -43.5625}",4
26660,1650208677.724,"17:17:57,724000",661,6349,884,1.177,-0.019,-0.055,-29,-3,1101,"{'x': -23.625, 'y': -3.0625, 'z': 9.6875}","{'x': -18.25, 'y': -2.5, 'z': -41.0625}",4
26651,1650208677.811,"17:17:57,811000",3084,4980,928,5.885,0.068,-0.002,65,1,955,"{'x': 0.0625, 'y': 0.0625, 'z': 0.0625}","{'x': 5.5625, 'y': 23.1875, 'z': -45.25}",4
26660,1650208677.886,"17:17:57,886000",660,6214,849,1.162,-0.009,-0.076,-52,107,801,"{'x': 10.9375, 'y': -8.8125, 'z': 6}","{'x': -19.375, 'y': -1, 'z': -41.875}",4
26651,1650208677.962,"17:17:57,962000",3085,4981,907,5.885,0.068,-0.002,67,0,956,"{'x': -0.0625, 'y': 0, 'z': 0.125}","{'x': 6.25, 'y': 22.75, 'z': -44.375}",4
26660,1650208678.034,"17:17:58,034000",647,6074,832,1.141,0.001,-0.057,-31,153,740,"{'x': 19.8125, 'y': 5.5, 'z': -1.875}","{'x': -19.375, 'y': 0.875, 'z': -41.5}",4
26651,1650208678.134,"17:17:58,134000",3087,4983,909,5.885,0.068,-0.002,66,3,957,"{'x': 0, 'y': 0.0625, 'z': -0.1875}","{'x': 5.5625, 'y': 23.1875, 'z': -43.0625}",4
26660,1650208678.205,"17:17:58,205000",654,5934,817,1.154,0.003,-0.033,6,74,1009,"{'x': -0.125, 'y': -4.3125, 'z': -4.25}","{'x': -19.375, 'y': -0.5625, 'z': -40.6875}",4
26651,1650208678.281,"17:17:58,281000",3087,4981,911,5.885,0.068,-0.002,65,1,956,"{'x': -0.3125, 'y': 0.1875, 'z': 0.0625}","{'x': 6.25, 'y': 22.75, 'z': -44}",4
26660,1650208678.35,"17:17:58,350000",660,5790,824,1.186,0.002,-0.06,-15,107,1011,"{'x': 7.9375, 'y': -4.1875, 'z': -17.3125}","{'x': -19.75, 'y': 0.0625, 'z': -41.5625}",4
26651,1650208678.438,"17:17:58,438000",3086,4981,909,5.885,0.068,-0.002,65,3,955,"{'x': 0.0625, 'y': -0.125, 'z': -0.125}","{'x': 6, 'y': 23.1875, 'z': -44.875}",4
26660,1650208678.514,"17:17:58,514000",660,5790,824,1.215,0.002,-0.075,86,95,762,"{'x': 56.8125, 'y': 5.25, 'z': -10.625}","{'x': -20.1875, 'y': 0.0625, 'z': -42}",4
26651,1650208678.599,"17:17:58,599000",3083,4982,918,5.885,0.068,-0.002,66,2,956,"{'x': -0.1875, 'y': 0.125, 'z': 0.0625}","{'x': 6, 'y': 23.1875, 'z': -42.6875}",4
26660,1650208678.669,"17:17:58,669000",660,5790,824,1.238,0.277,-0.037,48,-39,991,"{'x': 28.625, 'y': 13.3125, 'z': -5.125}","{'x': -19.375, 'y': -2.0625, 'z': -41.5625}",4
26651,1650208678.74,"17:17:58,740000",3089,4983,901,5.885,0.068,-0.002,65,4,957,"{'x': -0.0625, 'y': 0.0625, 'z': 0.0625}","{'x': 5.5625, 'y': 23.1875, 'z': -42.6875}",4
26660,1650208678.814,"17:17:58,814000",660,5790,824,1.25,-0.014,-0.033,30,64,1007,"{'x': -14.1875, 'y': -2.1875, 'z': -1.5}","{'x': -19, 'y': -2.0625, 'z': -42.375}",4
26651,1650208678.883,"17:17:58,883000",3086,4984,895,5.885,0.068,-0.002,66,3,956,"{'x': 0, 'y': 0, 'z': 0.0625}","{'x': 5.5625, 'y': 23.1875, 'z': -44}",4
26660,1650208678.952,"17:17:58,952000",650,5637,837,1.249,-0.023,-0.038,-34,-2,1064,"{'x': 16.6875, 'y': 4.1875, 'z': 8.125}","{'x': -18.6875, 'y': -1.375, 'z': -42.375}",4
26651,1650208679.031,"17:17:59,031000",3087,4986,896,5.885,0.068,-0.002,64,2,953,"{'x': 0.1875, 'y': -0.0625, 'z': 0.125}","{'x': 5.1875, 'y': 22.75, 'z': -43.5625}",4
26660,1650208679.109,"17:17:59,109000",645,5491,816,1.199,-0.019,-0.047,-52,-210,1240,"{'x': -37.8125, 'y': -6.1875, 'z': 26.8125}","{'x': -19, 'y': -2.875, 'z': -41.5625}",4
26651,1650208679.193,"17:17:59,193000",3085,4985,907,5.885,0.068,-0.002,67,3,955,"{'x': 0.0625, 'y': 0.125, 'z': 0}","{'x': 6, 'y': 23.1875, 'z': -42.6875}",4
26660,1650208679.267,"17:17:59,267000",645,5491,816,1.127,-0.002,-0.047,-26,-106,1128,"{'x': -29.8125, 'y': -15.4375, 'z': 13.1875}","{'x': -18.6875, 'y': -1, 'z': -40.6875}",4
26651,1650208679.342,"17:17:59,342000",3089,4985,906,5.885,0.068,-0.002,66,2,957,"{'x': 0.1875, 'y': -0.0625, 'z': 0}","{'x': 5.5625, 'y': 23.5625, 'z': -43.0625}",4
26660,1650208679.411,"17:17:59,411000",638,5336,834,1.095,0.009,-0.065,24,106,857,"{'x': -3.75, 'y': -10.125, 'z': 10.875}","{'x': -19.875, 'y': 0.875, 'z': -40.6875}",4
26651,1650208679.496,"17:17:59,496000",3092,4987,904,5.885,0.068,-0.002,65,3,955,"{'x': 0.1875, 'y': -0.1875, 'z': 0.0625}","{'x': 7.0625, 'y': 23.5625, 'z': -43.0625}",4
26660,1650208679.566,"17:17:59,566000",632,5182,878,1.082,0.022,-0.057,20,123,1021,"{'x': 1.625, 'y': -5.25, 'z': -0.8125}","{'x': -20.1875, 'y': 0.875, 'z': -40.6875}",4
26651,1650208679.654,"17:17:59,654000",3088,4988,889,5.885,0.068,-0.002,67,0,956,"{'x': -0.125, 'y': 0.0625, 'z': 0}","{'x': 6, 'y': 23.1875, 'z': -44.375}",4
26660,1650208679.721,"17:17:59,721000",622,5026,882,1.076,0.022,-0.068,-11,156,955,"{'x': 0.9375, 'y': -12.9375, 'z': 2}","{'x': -20.5, 'y': 1.1875, 'z': -40.75}",4
26651,1650208679.805,"17:17:59,805000",3090,4988,859,5.885,0.068,-0.002,65,3,957,"{'x': 0, 'y': 0, 'z': 0.125}","{'x': 6.25, 'y': 22.375, 'z': -44}",4
26660,1650208679.875,"17:17:59,875000",608,4877,926,1.074,0.037,-0.05,67,52,795,"{'x': 43.8125, 'y': -7.6875, 'z': 6.8125}","{'x': -21.25, 'y': 2.6875, 'z': -40.1875}",4
26651,1650208679.959,"17:17:59,959000",3090,4989,874,5.885,0.068,-0.002,65,3,955,"{'x': 0.125, 'y': -0.1875, 'z': 0.1875}","{'x': 5.5625, 'y': 23.1875, 'z': -44.875}",4
26660,1650208680.034,"17:18:00,034000",608,4877,926,1.057,0.048,-0.038,43,-81,1007,"{'x': 19.6875, 'y': 1.75, 'z': 15.6875}","{'x': -21.6875, 'y': 2, 'z': -40.6875}",4
26651,1650208680.117,"17:18:00,117000",3089,4987,885,5.885,0.068,-0.002,65,1,956,"{'x': 0.0625, 'y': -0.0625, 'z': 0}","{'x': 6, 'y': 23.5625, 'z': -44}",4
26651,1650208681.24,"17:18:01,240000",3085,4986,884,5.885,0.068,-0.002,66,3,956,"{'x': -0.125, 'y': -0.125, 'z': -0.125}","{'x': 6.25, 'y': 23.1875, 'z': -44}",4
26660,1650208681.31,"17:18:01,310000",645,4713,922,6.034,0.083,0.024,92,-19,856,"{'x': 38.9375, 'y': 2.25, 'z': 18.1875}","{'x': -6.6875, 'y': 20.875, 'z': -42}",4
26651,1650208681.4,"17:18:01,400000",3087,4987,874,5.885,0.068,-0.002,66,2,957,"{'x': -0.125, 'y': 0.125, 'z': 0.0625}","{'x': 6, 'y': 22.75, 'z': -44.375}",4
26651,1650208681.584,"17:18:01,584000",3079,4988,872,5.885,0.068,-0.002,66,3,954,"{'x': 0.0625, 'y': 0.125, 'z': -0.0625}","{'x': 6.25, 'y': 23.5625, 'z': -44.375}",4
26660,1650208681.653,"17:18:01,653000",741,4424,953,5.991,0.058,0.02,67,53,1000,"{'x': -14.1875, 'y': 11.5, 'z': 2.8125}","{'x': -4, 'y': 19.75, 'z': -41.75}",4
26651,1650208681.734,"17:18:01,734000",3081,4990,851,5.885,0.068,-0.002,66,2,956,"{'x': -0.125, 'y': 0.0625, 'z': 0.0625}","{'x': 6.25, 'y': 23.5625, 'z': -42.6875}",4
26660,1650208681.796,"17:18:01,796000",808,4294,1006,5.985,0.033,0.019,-23,3,1117,"{'x': 8.75, 'y': 7.5625, 'z': 6.5}","{'x': -2.875, 'y': 21.6875, 'z': -40}",4
26651,1650208681.893,"17:18:01,893000",3080,4991,853,5.885,0.068,-0.002,65,3,954,"{'x': -0.125, 'y': 0, 'z': -0.0625}","{'x': 6, 'y': 22.375, 'z': -42.6875}",4
26660,1650208681.953,"17:18:01,953000",876,4169,1070,5.956,0.041,0.032,-18,-198,1165,"{'x': 16.8125, 'y': 1.75, 'z': 7.5}","{'x': -1.375, 'y': 20.875, 'z': -42.0625}",4
26651,1650208682.053,"17:18:02,053000",3080,4990,859,5.885,0.068,-0.002,65,1,958,"{'x': -0.125, 'y': 0, 'z': -0.125}","{'x': 6, 'y': 22.375, 'z': -43.0625}",4
26660,1650208682.131,"17:18:02,131000",945,4046,1142,5.91,0.028,-0.008,-125,-85,987,"{'x': -5.6875, 'y': -2.375, 'z': 24.3125}","{'x': -0.25, 'y': 19, 'z': -41.6875}",4
26651,1650208682.211,"17:18:02,211000",3083,4990,863,5.885,0.068,-0.002,66,1,955,"{'x': 0.3125, 'y': -0.3125, 'z': 0.0625}","{'x': 6, 'y': 23.5625, 'z': -43.0625}",4
26660,1650208682.287,"17:18:02,287000",1018,3938,1217,5.864,0.025,-0.01,-25,120,842,"{'x': -11.375, 'y': -0.75, 'z': 8.6875}","{'x': 0.5, 'y': 19.75, 'z': -41.25}",4
26651,1650208682.369,"17:18:02,369000",3086,4991,846,5.885,0.068,-0.002,67,2,959,"{'x': -0.25, 'y': 0.125, 'z': 0}","{'x': 6.25, 'y': 23.1875, 'z': -44}",4
26660,1650208682.433,"17:18:02,433000",1109,3834,1270,5.84,0.046,0.011,50,76,1017,"{'x': -1.25, 'y': -11.25, 'z': 3.375}","{'x': 0.0625, 'y': 20.5, 'z': -42.0625}",4
26651,1650208682.535,"17:18:02,535000",3082,4988,861,5.885,0.068,-0.002,64,3,956,"{'x': -0.125, 'y': 0.25, 'z': -0.1875}","{'x': 6, 'y': 23.1875, 'z': -43.0625}",4
26660,1650208682.596,"17:18:02,596000",1225,3758,1291,5.854,0.057,0.001,46,-53,1085,"{'x': -9.5, 'y': -5.25, 'z': -9.4375}","{'x': -0.6875, 'y': 19.75, 'z': -42.5}",4
26651,1650208682.685,"17:18:02,685000",3076,4986,870,5.885,0.068,-0.002,65,2,956,"{'x': 0, 'y': 0, 'z': -0.0625}","{'x': 5.5625, 'y': 22.75, 'z': -43.5625}",4
26660,1650208682.755,"17:18:02,755000",1349,3693,1320,5.882,0.053,-0.025,148,45,872,"{'x': -16.375, 'y': 2.6875, 'z': -19.125}","{'x': 0.5, 'y': 20.1875, 'z': -41.6875}",4
26651,1650208682.85,"17:18:02,850000",3078,4986,874,5.885,0.068,-0.002,64,2,955,"{'x': 0.0625, 'y': 0.125, 'z': 0.125}","{'x': 6, 'y': 22.75, 'z': -44.375}",4
26660,1650208682.911,"17:18:02,911000",1488,3639,1350,5.92,0.038,-0.019,16,123,740,"{'x': 12.0625, 'y': -4.875, 'z': -4.0625}","{'x': -1, 'y': 20.1875, 'z': -42.0625}",4
26651,1650208683.009,"17:18:03,009000",3082,4987,885,5.885,0.068,-0.002,66,3,955,"{'x': 0.0625, 'y': -0.25, 'z': 0}","{'x': 6.25, 'y': 23.1875, 'z': -44.375}",4
26660,1650208683.079,"17:18:03,079000",1626,3591,1370,5.936,0.045,0.013,50,27,1056,"{'x': -10.875, 'y': 4.8125, 'z': -4.5}","{'x': -1.375, 'y': 20.5, 'z': -40.75}",4
26651,1650208683.172,"17:18:03,172000",3079,4986,870,5.885,0.068,-0.002,64,4,954,"{'x': -0.3125, 'y': 0.3125, 'z': -0.0625}","{'x': 6.25, 'y': 22.75, 'z': -44.375}",4
26660,1650208683.243,"17:18:03,243000",1777,3552,1380,5.931,0.028,-0.002,53,42,1038,"{'x': -5.5625, 'y': 4.5, 'z': -0.375}","{'x': -1.75, 'y': 19.75, 'z': -41.25}",4
26651,1650208683.329,"17:18:03,329000",3086,4990,863,5.885,0.068,-0.002,64,1,954,"{'x': -0.1875, 'y': 0.1875, 'z': -0.0625}","{'x': 6.25, 'y': 22.375, 'z': -44}",4
26660,1650208683.389,"17:18:03,389000",1925,3519,1395,5.948,0.015,0.002,-67,-11,809,"{'x': 32, 'y': 3.9375, 'z': -2.0625}","{'x': -1.375, 'y': 21.6875, 'z': -40.375}",4
26651,1650208683.474,"17:18:03,474000",3088,4990,865,5.885,0.068,-0.002,65,2,956,"{'x': 0.0625, 'y': 0.0625, 'z': -0.0625}","{'x': 6, 'y': 24.25, 'z': -44}",4
26651,1650208683.661,"17:18:03,661000",3087,4990,864,5.885,0.068,-0.002,66,1,954,"{'x': -0.125, 'y': 0, 'z': 0.125}","{'x': 4.75, 'y': 22.375, 'z': -45.25}",4
26660,1650208683.732,"17:18:03,732000",2140,3491,1390,5.916,0.057,-0.012,27,37,940,"{'x': -9, 'y': -5.375, 'z': 1.625}","{'x': -2.5, 'y': 19.75, 'z': -42.1875}",4
26651,1650208683.822,"17:18:03,822000",3094,4989,864,5.885,0.068,-0.002,65,2,955,"{'x': -0.125, 'y': -0.0625, 'z': -0.0625}","{'x': 6, 'y': 22.75, 'z': -43.5625}",4
26660,1650208683.9,"17:18:03,900000",2224,3479,1427,5.929,0.053,-0.025,-27,90,1010,"{'x': 4.5, 'y': -0.6875, 'z': -8.8125}","{'x': -2.1875, 'y': 19.75, 'z': -41.75}",4
26651,1650208683.98,"17:18:03,980000",3095,4987,861,5.885,0.068,-0.002,66,0,953,"{'x': 0, 'y': -0.125, 'z': 0.125}","{'x': 6, 'y': 22.375, 'z': -43.5625}",4
26651,1650208684.172,"17:18:04,172000",3093,4987,859,5.885,0.068,-0.002,63,2,954,"{'x': -0.125, 'y': 0.0625, 'z': 0.0625}","{'x': 6, 'y': 22.375, 'z': -43.5625}",4
26660,1650208684.248,"17:18:04,248000",2410,3467,1443,5.906,0.071,-0.069,44,-29,982,"{'x': -22.625, 'y': -1.625, 'z': 11.0625}","{'x': -2.875, 'y': 17.5, 'z': -41.75}",4
