tagId,timestamp,dateTime,loc(x),loc(y),loc(z),yaw,roll,pitch,acc(x),acc(y),acc(z),gyro,magnetic,label
26651,1650204730.096,"16:12:10,096000",3056,4966,813,5.949,0.07,-0.005,70,3,957,"{'x': -0.125, 'y': 0.25, 'z': 0}","{'x': 4.375, 'y': 22.0625, 'z': -46.5}",3
26660,1650204730.168,"16:12:10,168000",3355,6713,1281,3.218,0.075,-0.108,39,70,918,"{'x': 10.375, 'y': 17.375, 'z': 28.5625}","{'x': 6.375, 'y': -22.25, 'z': -44.5625}",3
26651,1650204730.263,"16:12:10,263000",3053,4965,807,5.949,0.07,-0.005,67,4,960,"{'x': 0.0625, 'y': 0.0625, 'z': 0.0625}","{'x': 3.5625, 'y': 22.75, 'z': -45.1875}",3
26651,1650204730.441,"16:12:10,441000",3049,4963,784,5.949,0.07,-0.005,67,5,957,"{'x': -0.0625, 'y': -0.0625, 'z': 0.0625}","{'x': 4.375, 'y': 22.75, 'z': -46.5}",3
26660,1650204730.511,"16:12:10,511000",3360,6971,1222,2.999,0.005,-0.082,-24,128,1020,"{'x': -3.0625, 'y': 13.1875, 'z': 56.4375}","{'x': 5.1875, 'y': -23.75, 'z': -45.5}",3
26651,1650204730.595,"16:12:10,595000",3053,4963,783,5.949,0.07,-0.005,68,6,958,"{'x': 0.125, 'y': -0.25, 'z': -0.0625}","{'x': 4.75, 'y': 22.75, 'z': -44.75}",3
26660,1650204730.655,"16:12:10,655000",3332,7107,1222,2.875,0.024,-0.107,-12,40,1110,"{'x': -7.1875, 'y': -4, 'z': 24.125}","{'x': 2.25, 'y': -24.1875, 'z': -44.1875}",3
26651,1650204730.755,"16:12:10,755000",3057,4964,794,5.949,0.07,-0.005,69,5,955,"{'x': 0, 'y': -0.25, 'z': 0}","{'x': 4.375, 'y': 22.75, 'z': -46.0625}",3
26660,1650204730.829,"16:12:10,829000",3302,7237,1217,2.79,0.011,-0.083,-71,39,1069,"{'x': -8.0625, 'y': -15.875, 'z': 39.8125}","{'x': 1.0625, 'y': -25.25, 'z': -44.25}",3
26651,1650204730.916,"16:12:10,916000",3059,4963,791,5.949,0.07,-0.005,70,5,959,"{'x': 0.0625, 'y': 0.1875, 'z': -0.125}","{'x': 4.375, 'y': 22.0625, 'z': -47.375}",3
26660,1650204730.977,"16:12:10,977000",3244,7372,1186,2.707,-0.01,-0.069,-52,148,817,"{'x': -7.875, 'y': 11.5, 'z': 20.5}","{'x': 1.1875, 'y': -23.6875, 'z': -44.25}",3
26651,1650204731.067,"16:12:11,067000",3061,4962,791,5.949,0.07,-0.005,68,4,961,"{'x': 0, 'y': 0.1875, 'z': -0.0625}","{'x': 4.75, 'y': 23.1875, 'z': -46.875}",3
26660,1650204731.148,"16:12:11,148000",3153,7491,1190,2.673,0.001,-0.104,38,204,971,"{'x': 5.1875, 'y': -1.875, 'z': 3.5625}","{'x': -1, 'y': -24.0625, 'z': -44.5625}",3
26651,1650204731.23,"16:12:11,230000",3062,4959,807,5.949,0.07,-0.005,69,5,958,"{'x': 0, 'y': 0.125, 'z': 0}","{'x': 5.5625, 'y': 22.375, 'z': -45.5625}",3
26660,1650204731.3,"16:12:11,300000",3046,7597,1216,2.707,0.008,-0.098,60,-97,1214,"{'x': -19.6875, 'y': -16.1875, 'z': -31.6875}","{'x': -1, 'y': -24.375, 'z': -45.875}",3
26651,1650204731.392,"16:12:11,392000",3065,4957,806,5.949,0.07,-0.005,69,3,959,"{'x': -0.125, 'y': -0.125, 'z': -0.0625}","{'x': 4.375, 'y': 22.375, 'z': -44.75}",3
26660,1650204731.464,"16:12:11,464000",2932,7699,1241,2.754,0.012,-0.11,77,-5,1038,"{'x': -13.8125, 'y': -2.3125, 'z': -15.625}","{'x': 0.375, 'y': -25.1875, 'z': -43.75}",3
26651,1650204731.555,"16:12:11,555000",3058,4957,783,5.949,0.07,-0.005,69,6,957,"{'x': 0, 'y': 0.125, 'z': 0}","{'x': 5.1875, 'y': 23.1875, 'z': -46.5}",3
26660,1650204731.615,"16:12:11,615000",2833,7734,1301,2.781,-0.015,-0.096,15,184,915,"{'x': -7.3125, 'y': -2.75, 'z': -3.875}","{'x': 1.875, 'y': -24.0625, 'z': -43.75}",3
26651,1650204731.697,"16:12:11,697000",3060,4954,775,5.949,0.07,-0.005,67,6,957,"{'x': -0.1875, 'y': 0.3125, 'z': -0.0625}","{'x': 4.75, 'y': 23.1875, 'z': -46.875}",3
26660,1650204731.773,"16:12:11,773000",2719,7770,1333,2.778,-0.049,-0.073,-81,119,1040,"{'x': -3.1875, 'y': 10.1875, 'z': 5.1875}","{'x': 1.875, 'y': -23.6875, 'z': -44.25}",3
26651,1650204731.865,"16:12:11,865000",3064,4955,783,5.949,0.07,-0.005,70,7,957,"{'x': -0.125, 'y': 0.3125, 'z': 0.1875}","{'x': 4.375, 'y': 22.75, 'z': -44.75}",3
26660,1650204731.935,"16:12:11,935000",2602,7800,1371,2.76,-0.041,-0.109,-49,103,1021,"{'x': -21.0625, 'y': 3.375, 'z': 6.6875}","{'x': 2.5625, 'y': -24.375, 'z': -44.6875}",3
26651,1650204732.013,"16:12:12,013000",3061,4956,775,5.949,0.07,-0.005,67,2,959,"{'x': 0.125, 'y': 0.25, 'z': 0}","{'x': 4.375, 'y': 23.1875, 'z': -45.1875}",3
26651,1650204732.206,"16:12:12,206000",3064,4957,781,5.949,0.07,-0.005,68,3,958,"{'x': 0.25, 'y': -0.125, 'z': 0.125}","{'x': 4.375, 'y': 22.375, 'z': -46.5}",3
26660,1650204732.276,"16:12:12,276000",2373,7847,1342,2.657,-0.081,-0.106,-71,218,802,"{'x': 27.8125, 'y': 14.4375, 'z': 13}","{'x': 2.6875, 'y': -23.25, 'z': -44.6875}",3
26651,1650204732.354,"16:12:12,354000",3058,4956,783,5.949,0.07,-0.005,68,5,956,"{'x': 0, 'y': 0, 'z': 0}","{'x': 4.375, 'y': 22.375, 'z': -45.5625}",3
26660,1650204732.433,"16:12:12,433000",2255,7870,1336,2.655,-0.082,-0.098,-72,127,978,"{'x': 3.6875, 'y': -5.1875, 'z': -0.25}","{'x': 3.5, 'y': -24.375, 'z': -44.25}",3
26651,1650204732.506,"16:12:12,506000",3064,4956,796,5.949,0.07,-0.005,67,3,957,"{'x': 0.125, 'y': 0, 'z': 0.0625}","{'x': 4.75, 'y': 22.75, 'z': -46.5}",3
26660,1650204732.572,"16:12:12,572000",2111,7891,1390,2.67,-0.052,-0.097,-27,92,1131,"{'x': -13.5625, 'y': -12.1875, 'z': -13.25}","{'x': 2.25, 'y': -25.1875, 'z': -43.75}",3
26651,1650204732.662,"16:12:12,662000",3066,4957,807,5.949,0.07,-0.005,68,6,958,"{'x': 0.0625, 'y': 0, 'z': 0}","{'x': 4, 'y': 23.1875, 'z': -46.0625}",3
26651,1650204732.855,"16:12:12,855000",3063,4957,816,5.949,0.07,-0.005,68,5,957,"{'x': 0, 'y': 0.0625, 'z': 0.0625}","{'x': 4.75, 'y': 22.75, 'z': -46.0625}",3
26660,1650204732.926,"16:12:12,926000",1985,7907,1393,2.741,-0.009,-0.07,-2,147,832,"{'x': -4, 'y': -4.625, 'z': -5.6875}","{'x': 0.375, 'y': -22.1875, 'z': -44.6875}",3
26651,1650204733.007,"16:12:13,007000",3061,4957,816,5.949,0.07,-0.005,67,5,961,"{'x': -0.0625, 'y': -0.0625, 'z': -0.0625}","{'x': 4.75, 'y': 22.0625, 'z': -47.375}",3
26651,1650204733.203,"16:12:13,203000",3053,4960,824,5.949,0.07,-0.005,71,6,956,"{'x': 0.1875, 'y': 0.125, 'z': 0}","{'x': 4, 'y': 23.1875, 'z': -45.5625}",3
26660,1650204733.263,"16:12:13,263000",1859,7921,1391,2.667,-0.003,-0.089,-59,-107,1225,"{'x': -26.125, 'y': -1.5625, 'z': 36}","{'x': -0.375, 'y': -24.375, 'z': -45.0625}",3
26651,1650204733.357,"16:12:13,357000",3055,4961,825,5.949,0.07,-0.005,67,5,957,"{'x': 0.0625, 'y': -0.1875, 'z': -0.0625}","{'x': 4, 'y': 22.75, 'z': -46.875}",3
26660,1650204733.419,"16:12:13,419000",1731,7942,1343,2.543,0.009,-0.112,-49,72,919,"{'x': -6.625, 'y': -20.875, 'z': 51.1875}","{'x': -1.5, 'y': -23.25, 'z': -44.6875}",3
26651,1650204733.492,"16:12:13,492000",3054,4962,806,5.949,0.07,-0.005,67,5,956,"{'x': 0.125, 'y': 0.125, 'z': 0}","{'x': 4.375, 'y': 22.75, 'z': -45.5625}",3
26660,1650204733.567,"16:12:13,567000",1626,7952,1348,2.427,0.017,-0.104,-43,105,882,"{'x': 7.75, 'y': -1.5, 'z': 42.8125}","{'x': -6, 'y': -22.875, 'z': -43.875}",3
26651,1650204733.643,"16:12:13,643000",3056,4963,824,5.949,0.07,-0.005,70,3,953,"{'x': 0.1875, 'y': 0.0625, 'z': -0.125}","{'x': 4.75, 'y': 22.75, 'z': -45.1875}",3
26660,1650204733.712,"16:12:13,712000",1508,7954,1297,2.329,0.04,-0.123,21,92,984,"{'x': 16.6875, 'y': -4.0625, 'z': 38.0625}","{'x': -6.75, 'y': -22.875, 'z': -43.75}",3
26651,1650204733.8,"16:12:13,800000",3059,4962,837,5.949,0.07,-0.005,67,3,956,"{'x': 0.0625, 'y': 0, 'z': 0.0625}","{'x': 4.375, 'y': 21.6875, 'z': -45.5625}",3
26660,1650204733.879,"16:12:13,879000",1392,7954,1253,2.235,0.064,-0.108,15,-68,998,"{'x': 8.4375, 'y': 30.25, 'z': 39.8125}","{'x': -10.875, 'y': -23.5, 'z': -42.875}",3
26651,1650204733.965,"16:12:13,965000",3054,4962,847,5.949,0.07,-0.005,67,3,956,"{'x': -0.25, 'y': -0.0625, 'z': -0.0625}","{'x': 4.75, 'y': 22.75, 'z': -44.25}",3
26660,1650204734.03,"16:12:14,030000",1263,7938,1235,2.051,0.053,-0.094,-40,-168,1169,"{'x': 0.0625, 'y': 8.75, 'z': 97.0625}","{'x': -13.0625, 'y': -19.6875, 'z': -42.875}",3
26651,1650204734.11,"16:12:14,110000",3053,4963,842,5.949,0.07,-0.005,70,3,958,"{'x': 0.375, 'y': -0.5, 'z': 0.125}","{'x': 4.75, 'y': 22.0625, 'z': -45.5625}",3
26660,1650204734.178,"16:12:14,178000",1157,7917,1241,1.788,0.035,-0.115,-39,-64,994,"{'x': -18.875, 'y': 27.375, 'z': 122.5625}","{'x': -16.5, 'y': -17.75, 'z': -42}",3
26651,1650204734.281,"16:12:14,281000",3052,4960,868,5.949,0.07,-0.005,65,4,956,"{'x': -0.0625, 'y': 0, 'z': 0.0625}","{'x': 5.1875, 'y': 22.75, 'z': -46.5}",3
26660,1650204734.345,"16:12:14,345000",1087,7889,1171,1.39,0.049,-0.096,38,-19,961,"{'x': 9.875, 'y': 4.8125, 'z': 142.6875}","{'x': -19.1875, 'y': -11.0625, 'z': -45}",3
26651,1650204734.423,"16:12:14,423000",3053,4961,862,5.949,0.07,-0.005,68,4,957,"{'x': -0.3125, 'y': -0.0625, 'z': 0.0625}","{'x': 4, 'y': 22.75, 'z': -45.5625}",3
26660,1650204734.503,"16:12:14,503000",1026,7860,1140,1.067,0.032,-0.083,-5,-70,989,"{'x': 6.6875, 'y': 17.3125, 'z': 141.125}","{'x': -20.5625, 'y': -5, 'z': -45.5}",3
26651,1650204734.591,"16:12:14,591000",3055,4961,859,5.949,0.07,-0.005,68,3,958,"{'x': -0.0625, 'y': 0.125, 'z': 0}","{'x': 5.1875, 'y': 22.75, 'z': -45.5625}",3
26660,1650204734.651,"16:12:14,651000",962,7834,1158,0.761,0.032,-0.069,7,-42,873,"{'x': 3.9375, 'y': 21.1875, 'z': 139.8125}","{'x': -19.875, 'y': 2.5, 'z': -45.875}",3
26651,1650204734.732,"16:12:14,732000",3052,4962,847,5.949,0.07,-0.005,69,2,958,"{'x': -0.125, 'y': 0.125, 'z': 0.0625}","{'x': 5.5625, 'y': 23.1875, 'z': -46.5}",3
26660,1650204734.812,"16:12:14,812000",922,7808,1163,0.467,0.019,-0.039,36,13,1044,"{'x': -11.5625, 'y': 1.125, 'z': 114.125}","{'x': -15.6875, 'y': 10.375, 'z': -45.5}",3
26651,1650204734.905,"16:12:14,905000",3051,4963,841,5.949,0.07,-0.005,67,4,958,"{'x': 0.25, 'y': -0.0625, 'z': 0}","{'x': 4.375, 'y': 22.375, 'z': -45.1875}",3
26651,1650204735.069,"16:12:15,069000",3051,4962,829,5.949,0.07,-0.005,67,4,958,"{'x': 0.1875, 'y': -0.3125, 'z': 0.0625}","{'x': 4.375, 'y': 21.25, 'z': -46.5}",3
26660,1650204735.146,"16:12:15,146000",890,7787,1167,0.091,0.015,-0.005,18,85,1004,"{'x': -0.9375, 'y': 3.3125, 'z': 69.25}","{'x': -6.75, 'y': 17.5625, 'z': -44.5625}",3
26651,1650204735.23,"16:12:15,230000",3054,4962,827,5.949,0.07,-0.005,66,3,957,"{'x': -0.1875, 'y': 0.0625, 'z': -0.0625}","{'x': 4.375, 'y': 22.0625, 'z': -47.75}",3
26660,1650204735.305,"16:12:15,305000",884,7775,1143,6.264,0,-0.031,27,-49,1142,"{'x': -4.75, 'y': 3.25, 'z': 33.25}","{'x': -3.375, 'y': 17.875, 'z': -46.25}",3
26651,1650204735.387,"16:12:15,387000",3064,4960,820,5.949,0.07,-0.005,66,4,957,"{'x': 0.1875, 'y': -0.0625, 'z': 0.0625}","{'x': 4.375, 'y': 22.375, 'z': -45.1875}",3
26660,1650204735.449,"16:12:15,449000",889,7758,1144,6.212,-0.002,-0.055,73,87,969,"{'x': 10.875, 'y': 2.875, 'z': 22.625}","{'x': -1.5, 'y': 17.875, 'z': -46.6875}",3
26651,1650204735.54,"16:12:15,540000",3061,4960,819,5.949,0.07,-0.005,68,2,957,"{'x': 0, 'y': -0.0625, 'z': 0.0625}","{'x': 4.375, 'y': 23.1875, 'z': -46.0625}",3
26660,1650204735.612,"16:12:15,612000",915,7747,1144,6.176,0,-0.041,63,135,881,"{'x': 12, 'y': -5.375, 'z': 20.875}","{'x': -0.75, 'y': 17.1875, 'z': -47.1875}",3
26651,1650204735.695,"16:12:15,695000",3064,4960,828,5.949,0.07,-0.005,69,5,958,"{'x': -0.0625, 'y': 0.125, 'z': 0.0625}","{'x': 4.375, 'y': 22.375, 'z': -45.5625}",3
26660,1650204735.771,"16:12:15,771000",950,7731,1171,6.148,0.009,-0.026,70,128,980,"{'x': 0.625, 'y': 0.9375, 'z': 12}","{'x': 0, 'y': 17.1875, 'z': -46.6875}",3
26651,1650204735.869,"16:12:15,869000",3063,4960,814,5.949,0.07,-0.005,67,3,959,"{'x': 0, 'y': 0, 'z': 0}","{'x': 4.75, 'y': 23.1875, 'z': -45.5625}",3
26660,1650204735.939,"16:12:15,939000",987,7719,1197,6.126,0.007,-0.068,21,130,1061,"{'x': 13.8125, 'y': 5.625, 'z': 11.875}","{'x': 1.1875, 'y': 17.5625, 'z': -46.25}",3
26651,1650204736.022,"16:12:16,022000",3064,4958,802,5.949,0.07,-0.005,68,5,958,"{'x': -0.0625, 'y': -0.0625, 'z': -0.0625}","{'x': 4.375, 'y': 22.75, 'z': -45.1875}",3
26651,1650204736.192,"16:12:16,192000",3064,4959,791,5.949,0.07,-0.005,68,4,956,"{'x': 0, 'y': -0.0625, 'z': 0}","{'x': 3.5625, 'y': 23.1875, 'z': -45.5625}",3
26660,1650204736.264,"16:12:16,264000",1148,7707,1287,6.058,0.031,-0.077,-49,7,1013,"{'x': -16.8125, 'y': -6.625, 'z': 30.5625}","{'x': 1.5625, 'y': 15.25, 'z': -45.75}",3
26651,1650204736.346,"16:12:16,346000",3057,4958,796,5.949,0.07,-0.005,66,4,956,"{'x': 0, 'y': 0, 'z': -0.125}","{'x': 4.375, 'y': 23.5625, 'z': -46.5}",3
26651,1650204736.511,"16:12:16,511000",3053,4961,779,5.949,0.07,-0.005,67,4,958,"{'x': 0, 'y': 0, 'z': 0}","{'x': 4.75, 'y': 23.1875, 'z': -46.0625}",3
26651,1650204736.645,"16:12:16,645000",3048,4961,782,5.949,0.07,-0.005,69,2,957,"{'x': -0.0625, 'y': -0.0625, 'z': 0.0625}","{'x': 4.375, 'y': 21.6875, 'z': -46.5}",3
26660,1650204736.715,"16:12:16,715000",1426,7773,1383,6.072,0.013,-0.117,100,221,940,"{'x': 10.5625, 'y': -10.0625, 'z': -15.75}","{'x': 3.6875, 'y': 15.25, 'z': -46.75}",3
26651,1650204736.816,"16:12:16,816000",3049,4959,791,5.949,0.07,-0.005,66,5,959,"{'x': -0.125, 'y': 0.0625, 'z': 0}","{'x': 4, 'y': 23.5625, 'z': -46.5}",3
26660,1650204736.886,"16:12:16,886000",1519,7809,1418,6.141,0.012,-0.089,28,106,890,"{'x': 38.125, 'y': 14.125, 'z': -27.125}","{'x': 2.1875, 'y': 18.6875, 'z': -46.75}",3
26651,1650204736.975,"16:12:16,975000",3050,4959,794,5.949,0.07,-0.005,67,3,960,"{'x': 0, 'y': 0.25, 'z': -0.0625}","{'x': 4.375, 'y': 22.75, 'z': -44.75}",3
26660,1650204737.045,"16:12:17,045000",1621,7843,1417,6.197,0.007,-0.081,48,168,832,"{'x': 21.625, 'y': 2.125, 'z': -21.125}","{'x': 1.5625, 'y': 17.1875, 'z': -45.875}",3
26651,1650204737.126,"16:12:17,126000",3051,4960,798,5.949,0.07,-0.005,67,3,957,"{'x': 0.1875, 'y': 0.125, 'z': 0}","{'x': 5.1875, 'y': 23.5625, 'z': -45.5625}",3
26660,1650204737.206,"16:12:17,206000",1724,7868,1416,6.219,0,-0.068,4,86,1080,"{'x': 17.1875, 'y': 7.0625, 'z': 0.25}","{'x': 0.6875, 'y': 17.5625, 'z': -46.25}",3
26651,1650204737.281,"16:12:17,281000",3049,4960,795,5.949,0.07,-0.005,68,4,958,"{'x': 0.25, 'y': -0.25, 'z': -0.0625}","{'x': 5.1875, 'y': 22.75, 'z': -45.5625}",3
26660,1650204737.363,"16:12:17,363000",1835,7889,1417,6.205,-0.033,-0.06,-61,-134,1244,"{'x': -30.3125, 'y': 1.1875, 'z': 13.0625}","{'x': 2.5625, 'y': 17.1875, 'z': -47.0625}",3
26651,1650204737.449,"16:12:17,449000",3047,4960,794,5.949,0.07,-0.005,66,3,954,"{'x': 0.0625, 'y': -0.125, 'z': -0.0625}","{'x': 5.1875, 'y': 22.375, 'z': -47.375}",3
26651,1650204737.62,"16:12:17,620000",3044,4959,793,5.949,0.07,-0.005,66,2,957,"{'x': -0.125, 'y': 0.1875, 'z': 0}","{'x': 5.1875, 'y': 22.0625, 'z': -45.1875}",3
